dest,click
frames/v1frame162.jpg,0
frames/v1frame163.jpg,1
frames/v1frame164.jpg,1
frames/v1frame165.jpg,1
frames/v1frame166.jpg,0
frames/v1frame167.jpg,0
frames/v1frame168.jpg,0
frames/v1frame169.jpg,0
frames/v1frame170.jpg,0
frames/v1frame171.jpg,0
frames/v1frame172.jpg,0
frames/v1frame173.jpg,0
frames/v1frame174.jpg,1
frames/v1frame175.jpg,1
frames/v1frame176.jpg,1
frames/v1frame177.jpg,0
frames/v1frame178.jpg,0
frames/v1frame179.jpg,0
frames/v1frame180.jpg,0
frames/v1frame181.jpg,0
frames/v1frame182.jpg,0
frames/v1frame183.jpg,0
frames/v1frame184.jpg,1
frames/v1frame185.jpg,1
frames/v1frame186.jpg,1
frames/v1frame187.jpg,1
frames/v1frame188.jpg,0
frames/v1frame189.jpg,0
frames/v1frame190.jpg,0
frames/v1frame191.jpg,0
frames/v1frame192.jpg,0
frames/v1frame193.jpg,0
frames/v1frame194.jpg,0
frames/v1frame195.jpg,1
frames/v1frame196.jpg,1
frames/v1frame197.jpg,1
frames/v1frame198.jpg,1
frames/v1frame199.jpg,0
frames/v1frame200.jpg,0
frames/v1frame201.jpg,0
frames/v1frame202.jpg,0
frames/v1frame203.jpg,0
frames/v1frame204.jpg,0
frames/v1frame205.jpg,0
frames/v1frame206.jpg,1
frames/v1frame207.jpg,1
frames/v1frame208.jpg,1
frames/v1frame209.jpg,1
frames/v1frame210.jpg,0
frames/v1frame211.jpg,0
frames/v1frame212.jpg,0
frames/v1frame213.jpg,0
frames/v1frame214.jpg,0
frames/v1frame215.jpg,0
frames/v1frame216.jpg,0
frames/v1frame217.jpg,1
frames/v1frame218.jpg,1
frames/v1frame219.jpg,1
frames/v1frame220.jpg,0
frames/v1frame221.jpg,0
frames/v1frame222.jpg,0
frames/v1frame223.jpg,0
frames/v1frame224.jpg,0
frames/v1frame225.jpg,0
frames/v1frame226.jpg,0
frames/v1frame227.jpg,0
frames/v1frame228.jpg,1
frames/v1frame229.jpg,1
frames/v1frame230.jpg,1
frames/v1frame231.jpg,0
frames/v1frame232.jpg,0
frames/v1frame233.jpg,0
frames/v1frame234.jpg,0
frames/v1frame235.jpg,0
frames/v1frame236.jpg,0
frames/v1frame237.jpg,0
frames/v1frame238.jpg,0
frames/v1frame239.jpg,1
frames/v1frame240.jpg,1
frames/v1frame241.jpg,1
frames/v1frame242.jpg,0
frames/v1frame243.jpg,0
frames/v1frame244.jpg,0
frames/v1frame245.jpg,0
frames/v1frame246.jpg,0
frames/v1frame247.jpg,0
frames/v1frame248.jpg,0
frames/v1frame249.jpg,1
frames/v1frame250.jpg,1
frames/v1frame251.jpg,1
frames/v1frame252.jpg,1
frames/v1frame253.jpg,0
frames/v1frame254.jpg,0
frames/v1frame255.jpg,0
frames/v1frame256.jpg,0
frames/v1frame257.jpg,0
frames/v1frame258.jpg,0
frames/v1frame259.jpg,0
frames/v1frame260.jpg,1
frames/v1frame261.jpg,1
frames/v1frame262.jpg,1
frames/v1frame263.jpg,1
frames/v1frame264.jpg,0
frames/v1frame265.jpg,0
frames/v1frame266.jpg,0
frames/v1frame267.jpg,0
frames/v1frame268.jpg,0
frames/v1frame269.jpg,0
frames/v1frame270.jpg,0
frames/v1frame271.jpg,0
frames/v1frame272.jpg,1
frames/v1frame273.jpg,1
frames/v1frame274.jpg,1
frames/v1frame275.jpg,0
frames/v1frame276.jpg,0
frames/v1frame277.jpg,0
frames/v1frame278.jpg,0
frames/v1frame279.jpg,0
frames/v1frame280.jpg,0
frames/v1frame281.jpg,0
frames/v1frame282.jpg,1
frames/v1frame283.jpg,1
frames/v1frame284.jpg,1
frames/v1frame285.jpg,1
frames/v1frame286.jpg,0
frames/v1frame287.jpg,0
frames/v1frame288.jpg,0
frames/v1frame289.jpg,0
frames/v1frame290.jpg,0
frames/v1frame291.jpg,0
frames/v1frame292.jpg,0
frames/v1frame293.jpg,1
frames/v1frame294.jpg,1
frames/v1frame295.jpg,1
frames/v1frame296.jpg,1
frames/v1frame297.jpg,0
frames/v1frame298.jpg,0
frames/v1frame299.jpg,0
frames/v1frame300.jpg,0
frames/v1frame301.jpg,0
frames/v1frame302.jpg,0
frames/v1frame303.jpg,0
frames/v1frame304.jpg,1
frames/v1frame305.jpg,1
frames/v1frame306.jpg,1
frames/v1frame307.jpg,1
frames/v1frame308.jpg,0
frames/v1frame309.jpg,0
frames/v1frame310.jpg,0
frames/v1frame311.jpg,0
frames/v1frame312.jpg,0
frames/v1frame313.jpg,0
frames/v1frame314.jpg,0
frames/v1frame315.jpg,1
frames/v1frame316.jpg,1
frames/v1frame317.jpg,1
frames/v1frame318.jpg,1
frames/v1frame319.jpg,0
frames/v1frame320.jpg,0
frames/v1frame321.jpg,0
frames/v1frame322.jpg,0
frames/v1frame323.jpg,0
frames/v1frame324.jpg,0
frames/v1frame325.jpg,0
frames/v1frame326.jpg,1
frames/v1frame327.jpg,1
frames/v1frame328.jpg,1
frames/v1frame329.jpg,1
frames/v1frame330.jpg,0
frames/v1frame331.jpg,0
frames/v1frame332.jpg,0
frames/v1frame333.jpg,0
frames/v1frame334.jpg,0
frames/v1frame335.jpg,0
frames/v1frame336.jpg,0
frames/v1frame337.jpg,1
frames/v1frame338.jpg,1
frames/v1frame339.jpg,1
frames/v1frame340.jpg,1
frames/v1frame341.jpg,0
frames/v1frame342.jpg,0
frames/v1frame343.jpg,0
frames/v1frame344.jpg,0
frames/v1frame345.jpg,0
frames/v1frame346.jpg,0
frames/v1frame347.jpg,0
frames/v1frame348.jpg,1
frames/v1frame349.jpg,1
frames/v1frame350.jpg,1
frames/v1frame351.jpg,0
frames/v1frame352.jpg,0
frames/v1frame353.jpg,0
frames/v1frame354.jpg,0
frames/v1frame355.jpg,0
frames/v1frame356.jpg,0
frames/v1frame357.jpg,0
frames/v1frame358.jpg,0
frames/v1frame359.jpg,1
frames/v1frame360.jpg,1
frames/v1frame361.jpg,1
frames/v1frame362.jpg,1
frames/v1frame363.jpg,0
frames/v1frame364.jpg,0
frames/v1frame365.jpg,0
frames/v1frame366.jpg,0
frames/v1frame367.jpg,0
frames/v1frame368.jpg,0
frames/v1frame369.jpg,0
frames/v1frame370.jpg,1
frames/v1frame371.jpg,1
frames/v1frame372.jpg,1
frames/v1frame373.jpg,1
frames/v1frame374.jpg,0
frames/v1frame375.jpg,0
frames/v1frame376.jpg,0
frames/v1frame377.jpg,0
frames/v1frame378.jpg,0
frames/v1frame379.jpg,0
frames/v1frame380.jpg,0
frames/v1frame381.jpg,1
frames/v1frame382.jpg,1
frames/v1frame383.jpg,1
frames/v1frame384.jpg,1
frames/v1frame385.jpg,0
frames/v1frame386.jpg,0
frames/v1frame387.jpg,0
frames/v1frame388.jpg,0
frames/v1frame389.jpg,0
frames/v1frame390.jpg,0
frames/v1frame391.jpg,0
frames/v1frame392.jpg,1
frames/v1frame393.jpg,1
frames/v1frame394.jpg,1
frames/v1frame395.jpg,1
frames/v1frame396.jpg,0
frames/v1frame397.jpg,0
frames/v1frame398.jpg,0
frames/v1frame399.jpg,0
frames/v1frame400.jpg,0
frames/v1frame401.jpg,0
frames/v1frame402.jpg,0
frames/v1frame403.jpg,1
frames/v1frame404.jpg,1
frames/v1frame405.jpg,1
frames/v1frame406.jpg,1
frames/v1frame407.jpg,0
frames/v1frame409.jpg,0
frames/v1frame410.jpg,0
frames/v1frame411.jpg,0
frames/v1frame412.jpg,0
frames/v1frame413.jpg,0
frames/v1frame414.jpg,1
frames/v1frame415.jpg,1
frames/v1frame416.jpg,1
frames/v1frame417.jpg,1
frames/v1frame419.jpg,0
frames/v1frame420.jpg,0
frames/v1frame421.jpg,0
frames/v1frame422.jpg,0
frames/v1frame423.jpg,0
frames/v1frame424.jpg,0
frames/v1frame426.jpg,1
frames/v1frame427.jpg,1
frames/v1frame428.jpg,1
frames/v1frame429.jpg,0
frames/v1frame430.jpg,0
frames/v1frame431.jpg,0
frames/v1frame432.jpg,0
frames/v1frame433.jpg,0
frames/v1frame434.jpg,0
frames/v1frame435.jpg,0
frames/v1frame436.jpg,1
frames/v1frame437.jpg,1
frames/v1frame438.jpg,1
frames/v1frame439.jpg,1
frames/v1frame440.jpg,0
frames/v1frame441.jpg,0
frames/v1frame442.jpg,0
frames/v1frame443.jpg,0
frames/v1frame444.jpg,0
frames/v1frame445.jpg,0
frames/v1frame446.jpg,0
frames/v1frame447.jpg,1
frames/v1frame448.jpg,1
frames/v1frame449.jpg,1
frames/v1frame451.jpg,0
frames/v1frame452.jpg,0
frames/v1frame453.jpg,0
frames/v1frame454.jpg,0
frames/v1frame455.jpg,0
frames/v1frame456.jpg,0
frames/v1frame457.jpg,0
frames/v1frame458.jpg,1
frames/v1frame459.jpg,1
frames/v1frame460.jpg,1
frames/v1frame461.jpg,1
frames/v1frame462.jpg,0
frames/v1frame463.jpg,0
frames/v1frame464.jpg,0
frames/v1frame465.jpg,0
frames/v1frame466.jpg,0
frames/v1frame467.jpg,0
frames/v1frame468.jpg,0
frames/v1frame469.jpg,1
frames/v1frame470.jpg,1
frames/v1frame471.jpg,1
frames/v1frame472.jpg,1
frames/v1frame473.jpg,0
frames/v1frame474.jpg,0
frames/v1frame475.jpg,0
frames/v1frame476.jpg,0
frames/v1frame477.jpg,0
frames/v1frame478.jpg,0
frames/v1frame479.jpg,0
frames/v1frame480.jpg,0
frames/v1frame481.jpg,1
frames/v1frame482.jpg,1
frames/v1frame483.jpg,1
frames/v1frame484.jpg,0
frames/v1frame485.jpg,0
frames/v1frame486.jpg,0
frames/v1frame487.jpg,0
frames/v1frame488.jpg,0
frames/v1frame489.jpg,0
frames/v1frame490.jpg,0
frames/v1frame491.jpg,0
frames/v1frame492.jpg,1
frames/v1frame493.jpg,1
frames/v1frame494.jpg,1
frames/v1frame495.jpg,0
frames/v1frame496.jpg,0
frames/v1frame497.jpg,0
frames/v1frame498.jpg,0
frames/v1frame499.jpg,0
frames/v1frame500.jpg,0
frames/v1frame501.jpg,0
frames/v1frame502.jpg,0
frames/v1frame503.jpg,1
frames/v1frame504.jpg,1
frames/v1frame505.jpg,1
frames/v1frame506.jpg,0
frames/v1frame507.jpg,0
frames/v1frame508.jpg,0
frames/v1frame509.jpg,0
frames/v1frame510.jpg,0
frames/v1frame511.jpg,0
frames/v1frame512.jpg,0
frames/v1frame513.jpg,0
frames/v1frame515.jpg,1
frames/v1frame516.jpg,1
frames/v1frame517.jpg,1
frames/v1frame518.jpg,0
frames/v1frame519.jpg,0
frames/v1frame520.jpg,0
frames/v1frame521.jpg,0
frames/v1frame522.jpg,0
frames/v1frame523.jpg,0
frames/v1frame524.jpg,0
frames/v1frame525.jpg,0
frames/v1frame526.jpg,1
frames/v1frame527.jpg,1
frames/v1frame528.jpg,1
frames/v1frame529.jpg,0
frames/v1frame530.jpg,0
frames/v1frame531.jpg,0
frames/v1frame532.jpg,0
frames/v1frame533.jpg,0
frames/v1frame534.jpg,0
frames/v1frame535.jpg,0
frames/v1frame536.jpg,0
frames/v1frame537.jpg,1
frames/v1frame538.jpg,1
frames/v1frame539.jpg,1
frames/v1frame540.jpg,0
frames/v1frame541.jpg,0
frames/v1frame542.jpg,0
frames/v1frame543.jpg,0
frames/v1frame544.jpg,0
frames/v1frame545.jpg,0
frames/v1frame546.jpg,0
frames/v1frame547.jpg,0
frames/v1frame548.jpg,1
frames/v1frame549.jpg,1
frames/v1frame550.jpg,1
frames/v1frame551.jpg,1
frames/v1frame552.jpg,1
frames/v1frame553.jpg,0
frames/v1frame554.jpg,0
frames/v1frame555.jpg,0
frames/v1frame556.jpg,0
frames/v1frame557.jpg,0
frames/v1frame558.jpg,0
frames/v1frame559.jpg,1
frames/v1frame560.jpg,1
frames/v1frame561.jpg,1
frames/v1frame562.jpg,1
frames/v1frame563.jpg,0
frames/v1frame564.jpg,0
frames/v1frame565.jpg,0
frames/v1frame566.jpg,0
frames/v1frame567.jpg,0
frames/v1frame568.jpg,0
frames/v1frame569.jpg,0
frames/v1frame570.jpg,1
frames/v1frame571.jpg,1
frames/v1frame572.jpg,1
frames/v1frame573.jpg,1
frames/v1frame574.jpg,0
frames/v1frame575.jpg,0
frames/v1frame576.jpg,0
frames/v1frame577.jpg,0
frames/v1frame578.jpg,0
frames/v1frame579.jpg,0
frames/v1frame580.jpg,0
frames/v1frame581.jpg,0
frames/v1frame582.jpg,1
frames/v1frame583.jpg,1
frames/v1frame584.jpg,1
frames/v1frame585.jpg,1
frames/v1frame586.jpg,0
frames/v1frame587.jpg,0
frames/v1frame588.jpg,0
frames/v1frame589.jpg,0
frames/v1frame590.jpg,0
frames/v1frame591.jpg,0
frames/v1frame592.jpg,0
frames/v1frame593.jpg,1
frames/v1frame594.jpg,1
frames/v1frame595.jpg,1
frames/v1frame596.jpg,1
frames/v1frame597.jpg,0
frames/v1frame598.jpg,0
frames/v1frame599.jpg,0
frames/v1frame600.jpg,0
frames/v1frame601.jpg,0
frames/v1frame602.jpg,0
frames/v1frame603.jpg,0
frames/v1frame604.jpg,1
frames/v1frame605.jpg,1
frames/v1frame606.jpg,1
frames/v1frame607.jpg,1
frames/v1frame608.jpg,0
frames/v1frame609.jpg,0
frames/v1frame610.jpg,0
frames/v1frame611.jpg,0
frames/v1frame612.jpg,0
frames/v1frame613.jpg,0
frames/v1frame614.jpg,0
frames/v1frame615.jpg,0
frames/v1frame616.jpg,1
frames/v1frame617.jpg,1
frames/v1frame618.jpg,1
frames/v1frame619.jpg,1
frames/v1frame620.jpg,0
frames/v1frame621.jpg,0
frames/v1frame622.jpg,0
frames/v1frame623.jpg,0
frames/v1frame624.jpg,0
frames/v1frame625.jpg,0
frames/v1frame626.jpg,0
frames/v1frame627.jpg,1
frames/v1frame628.jpg,1
frames/v1frame629.jpg,1
frames/v1frame630.jpg,1
frames/v1frame631.jpg,0
frames/v1frame632.jpg,0
frames/v1frame633.jpg,0
frames/v1frame634.jpg,0
frames/v1frame635.jpg,0
frames/v1frame636.jpg,0
frames/v1frame637.jpg,0
frames/v1frame638.jpg,1
frames/v1frame639.jpg,1
frames/v1frame640.jpg,1
frames/v1frame641.jpg,1
frames/v1frame642.jpg,0
frames/v1frame643.jpg,0
frames/v1frame644.jpg,0
frames/v1frame645.jpg,0
frames/v1frame646.jpg,0
frames/v1frame647.jpg,0
frames/v1frame648.jpg,0
frames/v1frame649.jpg,0
frames/v1frame650.jpg,1
frames/v1frame651.jpg,1
frames/v1frame652.jpg,1
frames/v1frame653.jpg,1
frames/v1frame654.jpg,0
frames/v1frame655.jpg,0
frames/v1frame656.jpg,0
frames/v1frame657.jpg,0
frames/v1frame658.jpg,0
frames/v1frame659.jpg,0
frames/v1frame660.jpg,0
frames/v1frame661.jpg,0
frames/v1frame662.jpg,1
frames/v1frame663.jpg,1
frames/v1frame664.jpg,1
frames/v1frame665.jpg,0
frames/v1frame666.jpg,0
frames/v1frame667.jpg,0
frames/v1frame668.jpg,0
frames/v1frame669.jpg,0
frames/v1frame670.jpg,0
frames/v1frame671.jpg,0
frames/v1frame672.jpg,0
frames/v1frame673.jpg,1
frames/v1frame674.jpg,1
frames/v1frame675.jpg,1
frames/v1frame676.jpg,1
frames/v1frame677.jpg,0
frames/v1frame678.jpg,0
frames/v1frame679.jpg,0
frames/v1frame680.jpg,0
frames/v1frame681.jpg,0
frames/v1frame682.jpg,0
frames/v1frame683.jpg,0
frames/v1frame684.jpg,0
frames/v1frame685.jpg,1
frames/v1frame686.jpg,1
frames/v1frame687.jpg,1
frames/v1frame688.jpg,1
frames/v1frame689.jpg,0
frames/v1frame690.jpg,0
frames/v1frame691.jpg,0
frames/v1frame692.jpg,0
frames/v1frame693.jpg,0
frames/v1frame694.jpg,0
frames/v1frame695.jpg,0
frames/v1frame696.jpg,1
frames/v1frame697.jpg,1
frames/v1frame698.jpg,1
frames/v1frame699.jpg,1
frames/v1frame700.jpg,0
frames/v1frame701.jpg,0
frames/v1frame702.jpg,0
frames/v1frame703.jpg,0
frames/v1frame704.jpg,0
frames/v1frame705.jpg,0
frames/v1frame706.jpg,0
frames/v1frame707.jpg,0
frames/v1frame708.jpg,1
frames/v1frame709.jpg,1
frames/v1frame710.jpg,1
frames/v1frame711.jpg,1
frames/v1frame712.jpg,0
frames/v1frame713.jpg,0
frames/v1frame714.jpg,0
frames/v1frame715.jpg,0
frames/v1frame716.jpg,0
frames/v1frame717.jpg,0
frames/v1frame718.jpg,0
frames/v1frame719.jpg,1
frames/v1frame720.jpg,1
frames/v1frame721.jpg,1
frames/v1frame722.jpg,1
frames/v1frame723.jpg,0
frames/v1frame724.jpg,0
frames/v1frame725.jpg,0
frames/v1frame726.jpg,0
frames/v1frame727.jpg,0
frames/v1frame728.jpg,0
frames/v1frame729.jpg,0
frames/v1frame730.jpg,1
frames/v1frame731.jpg,1
frames/v1frame732.jpg,1
frames/v1frame733.jpg,1
frames/v1frame734.jpg,1
frames/v1frame735.jpg,0
frames/v1frame736.jpg,0
frames/v1frame737.jpg,0
frames/v1frame738.jpg,0
frames/v1frame739.jpg,0
frames/v1frame740.jpg,0
frames/v1frame741.jpg,0
frames/v1frame742.jpg,0
frames/v1frame743.jpg,1
frames/v1frame744.jpg,1
frames/v1frame745.jpg,1
frames/v1frame746.jpg,0
frames/v1frame747.jpg,0
frames/v1frame748.jpg,0
frames/v1frame749.jpg,0
frames/v1frame750.jpg,0
frames/v1frame751.jpg,0
frames/v1frame752.jpg,0
frames/v1frame753.jpg,1
frames/v1frame754.jpg,1
frames/v1frame755.jpg,1
frames/v1frame756.jpg,1
frames/v1frame757.jpg,0
frames/v1frame758.jpg,0
frames/v1frame759.jpg,0
frames/v1frame760.jpg,0
frames/v1frame761.jpg,0
frames/v1frame762.jpg,0
frames/v1frame763.jpg,0
frames/v1frame764.jpg,0
frames/v1frame765.jpg,1
frames/v1frame766.jpg,1
frames/v1frame767.jpg,1
frames/v1frame768.jpg,1
frames/v1frame769.jpg,0
frames/v1frame770.jpg,0
frames/v1frame771.jpg,0
frames/v1frame772.jpg,0
frames/v1frame773.jpg,0
frames/v1frame774.jpg,0
frames/v1frame775.jpg,0
frames/v1frame776.jpg,0
frames/v1frame777.jpg,1
frames/v1frame778.jpg,1
frames/v1frame779.jpg,1
frames/v1frame780.jpg,1
frames/v1frame781.jpg,0
frames/v1frame782.jpg,0
frames/v1frame783.jpg,0
frames/v1frame784.jpg,0
frames/v1frame785.jpg,0
frames/v1frame786.jpg,0
frames/v1frame787.jpg,0
frames/v1frame788.jpg,0
frames/v1frame789.jpg,1
frames/v1frame790.jpg,1
frames/v1frame791.jpg,1
frames/v1frame792.jpg,0
frames/v1frame793.jpg,0
frames/v1frame794.jpg,0
frames/v1frame795.jpg,0
frames/v1frame796.jpg,0
frames/v1frame797.jpg,0
frames/v1frame798.jpg,0
frames/v1frame799.jpg,0
frames/v1frame800.jpg,1
frames/v1frame801.jpg,1
frames/v1frame802.jpg,1
frames/v1frame803.jpg,1
frames/v1frame804.jpg,0
frames/v1frame805.jpg,0
frames/v1frame806.jpg,0
frames/v1frame807.jpg,0
frames/v1frame808.jpg,0
frames/v1frame809.jpg,0
frames/v1frame810.jpg,0
frames/v1frame811.jpg,0
frames/v1frame812.jpg,1
frames/v1frame813.jpg,1
frames/v1frame814.jpg,1
frames/v1frame815.jpg,1
frames/v1frame816.jpg,0
frames/v1frame817.jpg,0
frames/v1frame818.jpg,0
frames/v1frame819.jpg,0
frames/v1frame820.jpg,0
frames/v1frame821.jpg,0
frames/v1frame822.jpg,0
frames/v1frame823.jpg,0
frames/v1frame824.jpg,1
frames/v1frame825.jpg,1
frames/v1frame826.jpg,1
frames/v1frame827.jpg,0
frames/v1frame828.jpg,0
frames/v1frame829.jpg,0
frames/v1frame830.jpg,0
frames/v1frame831.jpg,0
frames/v1frame832.jpg,0
frames/v1frame833.jpg,0
frames/v1frame834.jpg,0
frames/v1frame835.jpg,0
frames/v1frame836.jpg,1
frames/v1frame837.jpg,1
frames/v1frame838.jpg,1
frames/v1frame839.jpg,0
frames/v1frame840.jpg,0
frames/v1frame841.jpg,0
frames/v1frame842.jpg,0
frames/v1frame843.jpg,0
frames/v1frame844.jpg,0
frames/v1frame845.jpg,0
frames/v1frame846.jpg,0
frames/v1frame847.jpg,1
frames/v1frame848.jpg,1
frames/v1frame849.jpg,1
frames/v1frame850.jpg,1
frames/v1frame851.jpg,0
frames/v1frame852.jpg,0
frames/v1frame853.jpg,0
frames/v1frame854.jpg,0
frames/v1frame855.jpg,0
frames/v1frame856.jpg,0
frames/v1frame857.jpg,0
frames/v1frame858.jpg,0
frames/v1frame859.jpg,1
frames/v1frame860.jpg,1
frames/v1frame861.jpg,1
frames/v1frame862.jpg,1
frames/v1frame863.jpg,0
frames/v1frame864.jpg,0
frames/v1frame865.jpg,0
frames/v1frame866.jpg,0
frames/v1frame867.jpg,0
frames/v1frame868.jpg,0
frames/v1frame869.jpg,0
frames/v1frame870.jpg,1
frames/v1frame871.jpg,1
frames/v1frame872.jpg,1
frames/v1frame873.jpg,1
frames/v1frame874.jpg,0
frames/v1frame875.jpg,0
frames/v1frame876.jpg,0
frames/v1frame877.jpg,0
frames/v1frame878.jpg,0
frames/v1frame879.jpg,0
frames/v1frame880.jpg,0
frames/v1frame881.jpg,0
frames/v1frame882.jpg,1
frames/v1frame883.jpg,1
frames/v1frame884.jpg,1
frames/v1frame885.jpg,1
frames/v1frame886.jpg,0
frames/v1frame887.jpg,0
frames/v1frame888.jpg,0
frames/v1frame889.jpg,0
frames/v1frame890.jpg,0
frames/v1frame891.jpg,0
frames/v1frame892.jpg,0
frames/v1frame893.jpg,0
frames/v1frame894.jpg,1
frames/v1frame895.jpg,1
frames/v1frame896.jpg,1
frames/v1frame897.jpg,1
frames/v1frame898.jpg,0
frames/v1frame899.jpg,0
frames/v1frame900.jpg,0
frames/v1frame901.jpg,0
frames/v1frame902.jpg,0
frames/v1frame903.jpg,0
frames/v1frame904.jpg,0
frames/v1frame905.jpg,1
frames/v1frame906.jpg,1
frames/v1frame907.jpg,1
frames/v1frame908.jpg,1
frames/v1frame909.jpg,0
frames/v1frame910.jpg,0
frames/v1frame911.jpg,0
frames/v1frame912.jpg,0
frames/v1frame913.jpg,0
frames/v1frame914.jpg,0
frames/v1frame915.jpg,0
frames/v1frame916.jpg,0
frames/v1frame917.jpg,1
frames/v1frame918.jpg,1
frames/v1frame919.jpg,1
frames/v1frame920.jpg,1
frames/v1frame921.jpg,0
frames/v1frame922.jpg,0
frames/v1frame923.jpg,0
frames/v1frame924.jpg,0
frames/v1frame925.jpg,0
frames/v1frame926.jpg,0
frames/v1frame927.jpg,0
frames/v1frame928.jpg,0
frames/v1frame929.jpg,1
frames/v1frame930.jpg,1
frames/v1frame931.jpg,1
frames/v1frame932.jpg,1
frames/v1frame933.jpg,0
frames/v1frame934.jpg,0
frames/v1frame935.jpg,0
frames/v1frame936.jpg,0
